,Champion,Result,Date,Game,player,Tournament,duration_minutes,K,D,A,match_result,match_type
0,Maokai,Defeat,2024-10-26,WBG vs BLG,Crisp,Worlds Main Event 2024,27.75,0,5,6,Defeat,BO5
1,Renata Glasc,Defeat,2024-10-26,WBG vs BLG,Crisp,Worlds Main Event 2024,31.616666666666667,1,3,9,Defeat,BO5
2,Renata Glasc,Defeat,2024-10-26,WBG vs BLG,Crisp,Worlds Main Event 2024,39.28333333333333,0,3,8,Defeat,BO5
3,Rakan,Victory,2024-10-17,LNG Esports vs WBG,Crisp,Worlds Main Event 2024,30.616666666666667,1,1,17,Victory,BO5
4,Braum,Victory,2024-10-17,LNG Esports vs WBG,Crisp,Worlds Main Event 2024,37.75,1,3,15,Victory,BO5
5,Renata Glasc,Defeat,2024-10-17,LNG Esports vs WBG,Crisp,Worlds Main Event 2024,43.416666666666664,1,4,11,Victory,BO5
6,Rakan,Victory,2024-10-17,LNG Esports vs WBG,Crisp,Worlds Main Event 2024,31.533333333333335,0,2,10,Victory,BO5
7,Braum,Victory,2024-10-13,Dplus KIA vs WBG,Crisp,Worlds Main Event 2024,35.083333333333336,0,2,16,Victory,BO3
8,Alistar,Victory,2024-10-13,Dplus KIA vs WBG,Crisp,Worlds Main Event 2024,29.9,0,2,12,Victory,BO3
9,Lux,Defeat,2024-10-13,Dplus KIA vs WBG,Crisp,Worlds Main Event 2024,43.06666666666667,1,5,15,Victory,BO3
10,Rakan,Victory,2024-10-12,WBG vs Fnatic,Crisp,Worlds Main Event 2024,26.516666666666666,1,2,7,Victory,BO3
11,Rakan,Victory,2024-10-12,WBG vs Fnatic,Crisp,Worlds Main Event 2024,29.466666666666665,0,3,18,Victory,BO3
12,Leona,Defeat,2024-10-12,WBG vs Fnatic,Crisp,Worlds Main Event 2024,36.05,1,4,5,Victory,BO3
13,Leona,Defeat,2024-10-06,WBG vs G2 Esports,Crisp,Worlds Main Event 2024,35.63333333333333,0,4,6,Defeat,BO1
14,Renata Glasc,Victory,2024-10-04,WBG vs Team Liquid,Crisp,Worlds Main Event 2024,42.233333333333334,0,4,9,Victory,BO1
15,Poppy,Defeat,2024-10-03,GEN vs WBG,Crisp,Worlds Main Event 2024,45.21666666666667,0,5,6,Defeat,BO1
16,Rell,Victory,2024-09-02,WBG vs JD Gaming,Crisp,LPL Regional Finals 2024,26.75,0,3,13,Victory,BO5
17,Rell,Defeat,2024-09-02,WBG vs JD Gaming,Crisp,LPL Regional Finals 2024,32.25,0,5,4,Victory,BO5
18,Rell,Victory,2024-09-02,WBG vs JD Gaming,Crisp,LPL Regional Finals 2024,37.45,3,3,15,Victory,BO5
19,Rell,Victory,2024-09-02,WBG vs JD Gaming,Crisp,LPL Regional Finals 2024,23.45,1,2,14,Victory,BO5
20,Rell,Defeat,2024-09-02,WBG vs JD Gaming,Crisp,LPL Regional Finals 2024,37.68333333333333,1,6,8,Victory,BO5
21,Alistar,Defeat,2024-08-31,WBG vs LNG Esports,Crisp,LPL Regional Finals 2024,34.666666666666664,0,8,2,Defeat,BO5
22,Braum,Defeat,2024-08-31,WBG vs LNG Esports,Crisp,LPL Regional Finals 2024,28.55,0,6,4,Defeat,BO5
23,Poppy,Defeat,2024-08-31,WBG vs LNG Esports,Crisp,LPL Regional Finals 2024,27.883333333333333,1,3,3,Defeat,BO5
24,Alistar,Defeat,2024-08-30,BLG vs WBG,Crisp,LPL Summer Playoffs 2024,39.45,2,4,12,Defeat,BO5
25,Leona,Defeat,2024-08-30,BLG vs WBG,Crisp,LPL Summer Playoffs 2024,25.083333333333332,0,8,2,Defeat,BO5
26,Rell,Defeat,2024-08-30,BLG vs WBG,Crisp,LPL Summer Playoffs 2024,25.016666666666666,0,2,5,Defeat,BO5
27,Alistar,Victory,2024-08-24,Top Esports vs WBG,Crisp,LPL Summer Playoffs 2024,34.583333333333336,0,2,11,Victory,BO5
28,Leona,Defeat,2024-08-24,Top Esports vs WBG,Crisp,LPL Summer Playoffs 2024,31.15,2,1,1,Victory,BO5
29,Leona,Victory,2024-08-24,Top Esports vs WBG,Crisp,LPL Summer Playoffs 2024,32.28333333333333,0,1,7,Victory,BO5
30,Braum,Defeat,2024-08-24,Top Esports vs WBG,Crisp,LPL Summer Playoffs 2024,36.016666666666666,0,4,13,Victory,BO5
31,Braum,Victory,2024-08-24,Top Esports vs WBG,Crisp,LPL Summer Playoffs 2024,29.233333333333334,1,2,12,Victory,BO5
32,Braum,Victory,2024-08-22,WBG vs LNG Esports,Crisp,LPL Summer Playoffs 2024,32.65,0,2,10,Victory,BO5
33,Leona,Victory,2024-08-22,WBG vs LNG Esports,Crisp,LPL Summer Playoffs 2024,39.11666666666667,0,7,12,Victory,BO5
34,Rell,Defeat,2024-08-22,WBG vs LNG Esports,Crisp,LPL Summer Playoffs 2024,29.5,0,5,4,Victory,BO5
35,Rell,Victory,2024-08-22,WBG vs LNG Esports,Crisp,LPL Summer Playoffs 2024,27.533333333333335,0,0,13,Victory,BO5
36,Braum,Defeat,2024-08-22,WBG vs LNG Esports,Crisp,LPL Summer Playoffs 2024,31.783333333333335,1,5,5,Victory,BO5
37,Alistar,Defeat,2024-08-17,BLG vs WBG,Crisp,LPL Summer Playoffs 2024,25.65,1,9,7,Defeat,BO5
38,Braum,Defeat,2024-08-17,BLG vs WBG,Crisp,LPL Summer Playoffs 2024,29.816666666666666,0,4,4,Defeat,BO5
39,Alistar,Defeat,2024-08-17,BLG vs WBG,Crisp,LPL Summer Playoffs 2024,34.88333333333333,0,5,3,Defeat,BO5
40,Braum,Victory,2024-08-15,WBG vs NIP,Crisp,LPL Summer Playoffs 2024,24.333333333333332,1,0,15,Victory,BO5
41,Alistar,Victory,2024-08-15,WBG vs NIP,Crisp,LPL Summer Playoffs 2024,32.15,0,3,9,Victory,BO5
42,Rakan,Defeat,2024-08-15,WBG vs NIP,Crisp,LPL Summer Playoffs 2024,24.633333333333333,0,4,4,Victory,BO5
43,Rell,Victory,2024-08-15,WBG vs NIP,Crisp,LPL Summer Playoffs 2024,31.266666666666666,1,1,15,Victory,BO5
44,Rell,Victory,2024-07-28,WBG vs FPX,Crisp,LPL Summer Season 2024,39.53333333333333,1,5,12,Victory,BO3
45,Alistar,Victory,2024-07-28,WBG vs FPX,Crisp,LPL Summer Season 2024,25.316666666666666,1,2,9,Victory,BO3
46,Rakan,Victory,2024-07-25,WBG vs LGD Gaming,Crisp,LPL Summer Season 2024,27.666666666666668,0,2,16,Victory,BO3
47,Leona,Victory,2024-07-25,WBG vs LGD Gaming,Crisp,LPL Summer Season 2024,28.133333333333333,2,1,13,Victory,BO3
48,Rell,Defeat,2024-07-23,WBG vs BLG,Crisp,LPL Summer Season 2024,27.15,1,4,3,Defeat,BO3
49,Ornn,Defeat,2024-07-23,WBG vs BLG,Crisp,LPL Summer Season 2024,24.05,0,5,3,Defeat,BO3
50,Rell,Victory,2024-07-23,WBG vs BLG,Crisp,LPL Summer Season 2024,29.966666666666665,2,1,11,Defeat,BO3
51,Alistar,Victory,2024-07-18,WBG vs AL,Crisp,LPL Summer Season 2024,37.516666666666666,0,4,11,Victory,BO3
52,Rell,Victory,2024-07-18,WBG vs AL,Crisp,LPL Summer Season 2024,30.0,0,4,12,Victory,BO3
53,Renata Glasc,Defeat,2024-07-17,WBG vs Top Esports,Crisp,LPL Summer Season 2024,23.283333333333335,0,4,4,Defeat,BO3
54,Braum,Defeat,2024-07-17,WBG vs Top Esports,Crisp,LPL Summer Season 2024,35.85,0,7,10,Defeat,BO3
55,Ornn,Victory,2024-07-13,WBG vs NIP,Crisp,LPL Summer Season 2024,32.28333333333333,2,2,10,Victory,BO3
56,Ornn,Victory,2024-07-13,WBG vs NIP,Crisp,LPL Summer Season 2024,25.766666666666666,0,0,10,Victory,BO3
57,Leona,Defeat,2024-07-10,LNG Esports vs WBG,Crisp,LPL Summer Season 2024,32.516666666666666,0,3,1,Defeat,BO3
58,Leona,Victory,2024-07-10,LNG Esports vs WBG,Crisp,LPL Summer Season 2024,35.166666666666664,1,3,15,Defeat,BO3
59,Rell,Defeat,2024-07-10,LNG Esports vs WBG,Crisp,LPL Summer Season 2024,35.6,0,4,4,Defeat,BO3
60,Ornn,Victory,2024-07-06,JD Gaming vs WBG,Crisp,LPL Summer Season 2024,33.416666666666664,2,2,10,Victory,BO3
61,Renata Glasc,Victory,2024-07-06,JD Gaming vs WBG,Crisp,LPL Summer Season 2024,43.55,2,3,17,Victory,BO3
62,Rell,Victory,2024-06-29,IG vs WBG,Crisp,LPL Summer Placements 2024,27.716666666666665,1,2,17,Victory,BO3
63,Leona,Victory,2024-06-29,IG vs WBG,Crisp,LPL Summer Placements 2024,26.083333333333332,1,3,10,Victory,BO3
64,Rell,Defeat,2024-06-21,NIP vs WBG,Crisp,LPL Summer Placements 2024,31.333333333333332,0,10,5,Defeat,BO3
65,Rakan,Defeat,2024-06-21,NIP vs WBG,Crisp,LPL Summer Placements 2024,29.733333333333334,0,2,6,Defeat,BO3
66,Leona,Defeat,2024-06-17,WBG vs Ultra Prime,Crisp,LPL Summer Placements 2024,32.016666666666666,2,7,4,Defeat,BO3
67,Nautilus,Defeat,2024-06-17,WBG vs Ultra Prime,Crisp,LPL Summer Placements 2024,25.25,0,4,1,Defeat,BO3
68,Braum,Victory,2024-06-13,AL vs WBG,Crisp,LPL Summer Placements 2024,26.55,2,1,15,Victory,BO3
69,Leona,Victory,2024-06-13,AL vs WBG,Crisp,LPL Summer Placements 2024,36.05,1,4,12,Victory,BO3
70,Rell,Defeat,2024-06-08,Ultra Prime vs WBG,Crisp,LPL Summer Placements 2024,31.166666666666668,0,4,3,Defeat,BO3
71,Braum,Victory,2024-06-08,Ultra Prime vs WBG,Crisp,LPL Summer Placements 2024,27.4,0,0,9,Defeat,BO3
72,Nautilus,Defeat,2024-06-08,Ultra Prime vs WBG,Crisp,LPL Summer Placements 2024,29.45,0,3,1,Defeat,BO3
73,Rakan,Victory,2024-06-03,WBG vs IG,Crisp,LPL Summer Placements 2024,32.166666666666664,0,0,13,Victory,BO3
74,Nautilus,Defeat,2024-06-03,WBG vs IG,Crisp,LPL Summer Placements 2024,32.11666666666667,1,5,6,Victory,BO3
75,Rell,Victory,2024-06-03,WBG vs IG,Crisp,LPL Summer Placements 2024,27.766666666666666,0,3,15,Victory,BO3
76,Lulu,Defeat,2024-06-01,WBG vs NIP,Crisp,LPL Summer Placements 2024,33.516666666666666,0,3,6,Defeat,BO3
77,Leona,Defeat,2024-06-01,WBG vs NIP,Crisp,LPL Summer Placements 2024,33.766666666666666,1,1,2,Defeat,BO3
78,Nautilus,Victory,2024-06-01,WBG vs NIP,Crisp,LPL Summer Placements 2024,38.45,0,5,12,Defeat,BO3
79,Nautilus,Defeat,2024-04-05,JD Gaming vs WBG,Crisp,LPL Spring Playoffs 2024,34.06666666666667,1,2,7,Defeat,BO5
80,Rumble,Defeat,2024-04-05,JD Gaming vs WBG,Crisp,LPL Spring Playoffs 2024,34.11666666666667,3,4,6,Defeat,BO5
81,Annie,Defeat,2024-04-05,JD Gaming vs WBG,Crisp,LPL Spring Playoffs 2024,35.03333333333333,0,3,3,Defeat,BO5
82,Rakan,Victory,2024-04-03,LNG Esports vs WBG,Crisp,LPL Spring Playoffs 2024,35.88333333333333,1,2,9,Victory,BO5
83,Nautilus,Defeat,2024-04-03,LNG Esports vs WBG,Crisp,LPL Spring Playoffs 2024,28.533333333333335,0,5,0,Victory,BO5
84,Lulu,Defeat,2024-04-03,LNG Esports vs WBG,Crisp,LPL Spring Playoffs 2024,28.516666666666666,0,2,5,Victory,BO5
85,Neeko,Victory,2024-04-03,LNG Esports vs WBG,Crisp,LPL Spring Playoffs 2024,33.18333333333333,2,0,8,Victory,BO5
86,Ashe,Victory,2024-04-03,LNG Esports vs WBG,Crisp,LPL Spring Playoffs 2024,36.85,2,1,14,Victory,BO5
87,Rakan,Victory,2024-04-01,WBG vs IG,Crisp,LPL Spring Playoffs 2024,30.233333333333334,0,2,8,Victory,BO5
88,Heimerdinger,Defeat,2024-04-01,WBG vs IG,Crisp,LPL Spring Playoffs 2024,48.15,1,6,4,Victory,BO5
89,Renata Glasc,Defeat,2024-04-01,WBG vs IG,Crisp,LPL Spring Playoffs 2024,26.65,1,3,3,Victory,BO5
90,Lulu,Victory,2024-04-01,WBG vs IG,Crisp,LPL Spring Playoffs 2024,29.65,1,2,18,Victory,BO5
91,Rakan,Victory,2024-04-01,WBG vs IG,Crisp,LPL Spring Playoffs 2024,29.866666666666667,0,1,13,Victory,BO5
92,Rakan,Victory,2024-03-26,WBG vs IG,Crisp,LPL Spring 2024,29.966666666666665,2,1,8,Victory,BO3
93,Rakan,Victory,2024-03-26,WBG vs IG,Crisp,LPL Spring 2024,46.28333333333333,0,3,16,Victory,BO3
94,Nautilus,Victory,2024-03-22,JD Gaming vs WBG,Crisp,LPL Spring 2024,22.866666666666667,1,1,6,Victory,BO3
95,Nami,Victory,2024-03-22,JD Gaming vs WBG,Crisp,LPL Spring 2024,39.483333333333334,0,2,11,Victory,BO3
96,Bard,Defeat,2024-03-19,LGD Gaming vs WBG,Crisp,LPL Spring 2024,39.45,1,2,8,Defeat,BO3
97,Alistar,Victory,2024-03-19,LGD Gaming vs WBG,Crisp,LPL Spring 2024,28.916666666666668,0,0,8,Defeat,BO3
98,Tahm Kench,Defeat,2024-03-19,LGD Gaming vs WBG,Crisp,LPL Spring 2024,27.95,0,5,8,Defeat,BO3
99,Nami,Defeat,2024-03-16,BLG vs WBG,Crisp,LPL Spring 2024,30.866666666666667,0,5,5,Defeat,BO3
100,Nautilus,Defeat,2024-03-16,BLG vs WBG,Crisp,LPL Spring 2024,28.65,2,6,1,Defeat,BO3
101,Alistar,Victory,2024-03-13,WBG vs EDG,Crisp,LPL Spring 2024,27.566666666666666,0,2,6,Victory,BO3
102,Rakan,Victory,2024-03-13,WBG vs EDG,Crisp,LPL Spring 2024,42.78333333333333,0,1,14,Victory,BO3
103,Ashe,Defeat,2024-03-13,WBG vs EDG,Crisp,LPL Spring 2024,33.38333333333333,3,1,5,Victory,BO3
104,Thresh,Defeat,2024-03-10,Team WE vs WBG,Crisp,LPL Spring 2024,39.38333333333333,2,8,6,Defeat,BO3
105,Rakan,Defeat,2024-03-10,Team WE vs WBG,Crisp,LPL Spring 2024,29.85,0,1,4,Defeat,BO3
106,Bard,Victory,2024-03-07,WBG vs NIP,Crisp,LPL Spring 2024,33.166666666666664,0,1,13,Victory,BO3
107,Rakan,Victory,2024-03-07,WBG vs NIP,Crisp,LPL Spring 2024,41.8,1,5,13,Victory,BO3
108,Nami,Defeat,2024-03-03,WBG vs FPX,Crisp,LPL Spring 2024,33.31666666666667,0,6,9,Defeat,BO3
109,Renata Glasc,Defeat,2024-03-03,WBG vs FPX,Crisp,LPL Spring 2024,45.516666666666666,1,3,8,Defeat,BO3
110,Renata Glasc,Defeat,2024-02-29,WBG vs AL,Crisp,LPL Spring 2024,35.583333333333336,4,5,5,Defeat,BO3
111,Nautilus,Defeat,2024-02-29,WBG vs AL,Crisp,LPL Spring 2024,28.85,0,4,3,Defeat,BO3
112,Renata Glasc,Victory,2024-02-29,WBG vs AL,Crisp,LPL Spring 2024,32.63333333333333,0,1,5,Defeat,BO3
113,Rakan,Defeat,2024-02-25,WBG vs OMG,Crisp,LPL Spring 2024,27.75,1,4,4,Defeat,BO3
114,Milio,Defeat,2024-02-25,WBG vs OMG,Crisp,LPL Spring 2024,28.466666666666665,1,1,8,Defeat,BO3
115,Ashe,Victory,2024-02-25,WBG vs OMG,Crisp,LPL Spring 2024,23.916666666666668,0,0,8,Defeat,BO3
116,Rakan,Victory,2024-02-21,Ultra Prime vs WBG,Crisp,LPL Spring 2024,35.233333333333334,0,5,20,Victory,BO3
117,Milio,Victory,2024-02-21,Ultra Prime vs WBG,Crisp,LPL Spring 2024,36.9,0,0,13,Victory,BO3
118,Maokai,Defeat,2024-02-07,WBG vs Top Esports,Crisp,LPL Spring 2024,37.583333333333336,1,5,8,Defeat,BO3
119,Nautilus,Defeat,2024-02-07,WBG vs Top Esports,Crisp,LPL Spring 2024,23.533333333333335,1,7,1,Defeat,BO3
120,Nami,Victory,2024-02-04,RNG vs WBG,Crisp,LPL Spring 2024,30.433333333333334,2,1,11,Victory,BO3
121,Zyra,Victory,2024-02-04,RNG vs WBG,Crisp,LPL Spring 2024,53.0,0,3,8,Victory,BO3
122,Rell,Defeat,2024-02-01,LNG Esports vs WBG,Crisp,LPL Spring 2024,38.28333333333333,0,5,5,Defeat,BO3
123,Tahm Kench,Defeat,2024-02-01,LNG Esports vs WBG,Crisp,LPL Spring 2024,30.433333333333334,0,4,1,Defeat,BO3
124,Blitzcrank,Victory,2024-02-01,LNG Esports vs WBG,Crisp,LPL Spring 2024,44.233333333333334,0,6,15,Defeat,BO3
125,Nami,Victory,2024-01-28,TT vs WBG,Crisp,LPL Spring 2024,34.13333333333333,2,0,15,Victory,BO3
126,Milio,Victory,2024-01-28,TT vs WBG,Crisp,LPL Spring 2024,48.0,2,2,13,Victory,BO3
127,Renata Glasc,Victory,2024-01-25,WBG vs Rare Atom,Crisp,LPL Spring 2024,31.166666666666668,1,0,12,Victory,BO3
128,Milio,Victory,2024-01-25,WBG vs Rare Atom,Crisp,LPL Spring 2024,37.43333333333333,0,0,10,Victory,BO3
129,Nautilus,Defeat,2024-10-17,LNG Esports vs WBG,Hang,Worlds Main Event 2024,30.616666666666667,0,6,6,Defeat,BO5
130,Alistar,Defeat,2024-10-17,LNG Esports vs WBG,Hang,Worlds Main Event 2024,37.75,0,7,3,Defeat,BO5
131,Leona,Victory,2024-10-17,LNG Esports vs WBG,Hang,Worlds Main Event 2024,43.416666666666664,1,5,14,Defeat,BO5
132,Rell,Defeat,2024-10-17,LNG Esports vs WBG,Hang,Worlds Main Event 2024,31.533333333333335,1,3,10,Defeat,BO5
133,Rell,Victory,2024-10-05,Dplus KIA vs LNG Esports,Hang,Worlds Main Event 2024,39.833333333333336,1,3,18,Victory,BO3
134,Rell,Victory,2024-10-05,Dplus KIA vs LNG Esports,Hang,Worlds Main Event 2024,36.85,0,3,13,Victory,BO3
135,Poppy,Victory,2024-10-04,BLG vs LNG Esports,Hang,Worlds Main Event 2024,29.666666666666668,2,4,14,Victory,BO1
136,Rell,Victory,2024-10-03,Team Liquid vs LNG Esports,Hang,Worlds Main Event 2024,34.55,0,3,15,Victory,BO1
137,Rakan,Victory,2024-08-31,WBG vs LNG Esports,Hang,LPL Regional Finals 2024,34.666666666666664,0,4,17,Victory,BO5
138,Rakan,Victory,2024-08-31,WBG vs LNG Esports,Hang,LPL Regional Finals 2024,28.55,0,3,15,Victory,BO5
139,Rell,Victory,2024-08-31,WBG vs LNG Esports,Hang,LPL Regional Finals 2024,27.883333333333333,0,0,12,Victory,BO5
140,Leona,Defeat,2024-08-22,WBG vs LNG Esports,Hang,LPL Summer Playoffs 2024,32.65,0,3,3,Defeat,BO5
141,Rell,Defeat,2024-08-22,WBG vs LNG Esports,Hang,LPL Summer Playoffs 2024,39.11666666666667,1,5,13,Defeat,BO5
142,Leona,Victory,2024-08-22,WBG vs LNG Esports,Hang,LPL Summer Playoffs 2024,29.5,3,4,10,Defeat,BO5
143,Alistar,Defeat,2024-08-22,WBG vs LNG Esports,Hang,LPL Summer Playoffs 2024,27.533333333333335,0,5,3,Defeat,BO5
144,Leona,Victory,2024-08-22,WBG vs LNG Esports,Hang,LPL Summer Playoffs 2024,31.783333333333335,1,5,8,Defeat,BO5
145,Braum,Defeat,2024-08-18,LNG Esports vs Top Esports,Hang,LPL Summer Playoffs 2024,28.066666666666666,0,2,1,Defeat,BO5
146,Rakan,Defeat,2024-08-18,LNG Esports vs Top Esports,Hang,LPL Summer Playoffs 2024,36.11666666666667,0,2,6,Defeat,BO5
147,Nautilus,Defeat,2024-08-18,LNG Esports vs Top Esports,Hang,LPL Summer Playoffs 2024,30.316666666666666,0,5,5,Defeat,BO5
148,Alistar,Victory,2024-07-28,LNG Esports vs AL,Hang,LPL Summer Season 2024,36.416666666666664,0,1,7,Victory,BO3
149,Leona,Victory,2024-07-28,LNG Esports vs AL,Hang,LPL Summer Season 2024,33.083333333333336,2,1,7,Victory,BO3
150,Nautilus,Defeat,2024-07-28,LNG Esports vs AL,Hang,LPL Summer Season 2024,46.28333333333333,0,2,15,Victory,BO3
151,Braum,Victory,2024-07-27,LNG Esports vs LGD Gaming,Hang,LPL Summer Season 2024,30.033333333333335,0,1,11,Victory,BO3
152,Rell,Victory,2024-07-27,LNG Esports vs LGD Gaming,Hang,LPL Summer Season 2024,30.083333333333332,1,0,20,Victory,BO3
153,Alistar,Defeat,2024-07-27,LNG Esports vs LGD Gaming,Hang,LPL Summer Season 2024,32.666666666666664,0,4,7,Victory,BO3
154,Maokai,Victory,2024-07-24,LNG Esports vs JD Gaming,Hang,LPL Summer Season 2024,27.9,2,2,5,Victory,BO3
155,Rakan,Defeat,2024-07-24,LNG Esports vs JD Gaming,Hang,LPL Summer Season 2024,35.483333333333334,1,1,7,Victory,BO3
156,Leona,Victory,2024-07-24,LNG Esports vs JD Gaming,Hang,LPL Summer Season 2024,33.86666666666667,0,2,8,Victory,BO3
157,Alistar,Defeat,2024-07-21,LNG Esports vs FPX,Hang,LPL Summer Season 2024,36.56666666666667,1,3,7,Defeat,BO3
158,Rakan,Defeat,2024-07-21,LNG Esports vs FPX,Hang,LPL Summer Season 2024,42.56666666666667,1,4,9,Defeat,BO3
159,Rakan,Victory,2024-07-18,LNG Esports vs BLG,Hang,LPL Summer Season 2024,31.383333333333333,1,3,12,Victory,BO3
